Movie Name,Duration,IMdb rating,Rating,Description,Votes,Poster,Month of Release
55. Yosi,2h 2m,9.3,476,"A student named 'Madhuvan' fears about clearing the NEET Medical Entrance exam due to the mental stress and decides to commit suicide. Luckily, he survives, but gets stuck inside a deep forest which is not at all connected to the outer world. What happens next leads to a mysterious thrilling experience. Whether he could escape from the forest or not?",476,"https://m.media-amazon.com/images/M/MV5BMTQzMmRmYTgtY2IxZC00YmViLWEzNzUtNTQyNTJmYzgyMGI5XkEyXkFqcGdeQXVyMzMxMDUzNTk@._V1_QL75_UY207_CR13,0,140,207_.jpg",April
56. August 16 1947,2h 24m,6.7,1.1K,The tale of a remote village where one man battles British forces,"1,112","https://m.media-amazon.com/images/M/MV5BZjhlMzZmOTMtY2UwZC00YTdlLWEwMmItMjZjNTRlODExMDAzXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_QL75_UY207_CR4,0,140,207_.jpg",April
57. Burqa,1h 20m,5.9,441,Two strangers who are forced to spend a night together. They develop a liking for each other through their conversation and also discuss gender and religion-based discrimination.,441,"https://m.media-amazon.com/images/M/MV5BZmEwMTBiMDMtMDhhNy00MmRiLTk1YTQtMGJlMzQ4OThkZmEwXkEyXkFqcGdeQXVyMTUzMzg4OTMz._V1_QL75_UX140_CR0,1,140,207_.jpg",April
58. Munthirikkaadu,,7.4,22,In a Village Kill Love couples of the opposite cast and in that village A couple from opposite cast who used to friends are getting pressure from village people that they love each other. What happens at the End?,22,"https://m.media-amazon.com/images/M/MV5BYjhiMjFkOTYtYzVjYi00NTVlLTgzZTAtMzJlODgxMDdlYTY2XkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,6,140,207_.jpg",April
59. Racer,2h 2m,8.5,69,"Ashwin, who has aspired to become a professional bike racer since childhood, faces rejection from his father to racing. Will Ashwin follow his dream when he gets a chance to race.",69,"https://m.media-amazon.com/images/M/MV5BNGVmYWQ0NmMtNGRmZS00OTQ0LTk1MjktM2YwZmUyZmYyYjg3XkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,1,140,207_.jpg",April
60. Ithu Kathaiyalla Nijam,,9.6,7,,7,"https://m.media-amazon.com/images/M/MV5BNGFlYjRkMjctOTI4NC00MTFkLWI5ZGEtMWJjZWYxMDI2YWM5XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UX140_CR0,1,140,207_.jpg",April
61. Yevan,,,,A man who is willing to give up his life for his mother,,"https://m.media-amazon.com/images/M/MV5BMGQ4ODhjNjUtN2RmMS00MjMxLWEyOWEtN2Q0NmM1NWJmYzc1XkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,1,140,207_.jpg",April
62. ThiruvinKural,1h 57m,4.9,314,A man with hearing and speech disabilities is drawn into danger when a ruthless gang starts targeting his injured father at a hospital.,314,"https://m.media-amazon.com/images/M/MV5BYzMwNjFiMzUtMWM5My00MzE5LTliMDUtY2Y4Y2VmYzE3OTExXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_QL75_UY207_CR1,0,140,207_.jpg",April
63. Rudhran,2h 29m,5.1,895,"Rudhran is a happy IT man living with his family until the moment his life is turned upside down. He comes upon a major criminal network including a businessman, Rudhran embarks on a mission to expose him the criminal network.",895,"https://m.media-amazon.com/images/M/MV5BM2FkYjQ1OGEtOGYzNS00OWFkLTgyMGEtNTNkNzA3MzlkODFhXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_QL75_UY207_CR8,0,140,207_.jpg",April
64. Soppana Sundari,1h 55m,6.3,928,"When a simple middle-class girl's family wins a car in a raffle, chaos ensues as various parties claim ownership, forcing her to navigate a darkly comedic web of financial crisis and unexpected events.",928,"https://m.media-amazon.com/images/M/MV5BMGMwM2ZjNDEtNDE3Mi00ODg5LTk3ZjMtMTlmYzA3NjAwZTY4XkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_QL75_UY207_CR3,0,140,207_.jpg",April
65. Irandil Onru Parthuvidu,,,,,,"https://m.media-amazon.com/images/M/MV5BMDFmYWYwODctZTdjOC00Yjc2LTg4NzAtODg3MjE4YmM2ZjExXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,6,140,207_.jpg",April
66. Sangaram,,,,,,"https://m.media-amazon.com/images/M/MV5BZGNkYTM0YzgtZmM2NC00YzM4LWEyMjgtYmU4MzljYzc0OTZhXkEyXkFqcGdeQXVyMTI5ODA0MTYw._V1_QL75_UY207_CR92,0,140,207_.jpg",April
67. Siruvan samuel,1h 30m,8.9,88,Speaks about the passion for cricket in Indian village and friendship between Sam and Rajesh,88,"https://m.media-amazon.com/images/M/MV5BYmZjNjA1YzctZThkYy00YzA4LTljNjctOWNmZDk0NmI5M2UwXkEyXkFqcGdeQXVyNDU0ODMyNDE@._V1_QL75_UX140_CR0,15,140,207_.jpg",April
68. Thamilarasan,2h 16m,4.3,179,An honest police officer gets in to a conflict with Rana. Their enmity worsens when Tamilarasan refuses to obey Rana's order in a critical situation.,179,"https://m.media-amazon.com/images/M/MV5BMzlmN2Y4MmMtOTk3NC00MDQzLWJjNjctZjA1ZmNmZjQ4M2NjXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_QL75_UX140_CR0,21,140,207_.jpg",April
69. Yaathisai,2h 1m,7.6,3.9K,A periodical fiction based on the 7th-century Pandiyan prince Ranadheeran who ruled during a time when the Chola dynasty lost its power and its people were forced to live in the woods.,"3,883","https://m.media-amazon.com/images/M/MV5BY2ZjMGRmMWUtNWRkNi00NGY3LWE2NzEtZTcyMTk2ODE4MGE1XkEyXkFqcGdeQXVyMTUzOTcyODA5._V1_QL75_UX140_CR0,1,140,207_.jpg",April
70. Yaanai Mugathaan,2h 7m,6.4,1.1K,"An autorickshaw driver is an ardent devotee of Lord Vinayagar. While he is an extremely religious person, he is unscrupulous in his day-to-day life. One day he finds he can't see his favourite god anymore.","1,070","https://m.media-amazon.com/images/M/MV5BNzA2YThkZTYtYTdmNy00YTZmLWE0ZmQtZGMyZTAxY2ZiNzY4XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UX140_CR0,6,140,207_.jpg",April
71. Deiva Machan,2h,5.7,1.2K,The film is about the brother striving to get her sister settled.,"1,236","https://m.media-amazon.com/images/M/MV5BMWM5M2Q0MzktMjBiZC00MmMxLWE5NjktNzRlZGE4ZDk5OGJjXkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_QL75_UX140_CR0,6,140,207_.jpg",April
72. Screenplay,1h 58m,,,"Based on real life events in the lives of Rahul, Krish and Shareen. While Rahul is trying for a job, he joins a job in a call center and Krish is introduced there. The company will close on the day of joining. But Krish says he has an idea to make easy money. At the same time Shareen who is there comes and joins in that plan and with them. Together, the three call a rich man named Vishwanath, tell him about his illegal activities, blackmail him and demand money. Meanwhile, police are searching for a psycho killer who is committing serial murders in the city. During this time, Krish, Rahul and Shareen, who went to Vishwanath's house to collect money, feel that some unforeseen murders have taken place.",,"https://m.media-amazon.com/images/M/MV5BODc3NmFmYzUtODlmYi00NzhkLWJlMWQtMmM5Y2Y2NzMxNjlmXkEyXkFqcGdeQXVyMTQ5MTE1NDg1._V1_QL75_UX140_CR0,2,140,207_.jpg",April
73. Do Over,,,,"An alcohol use disorder person who reaches his last stage of alcoholism by which he loses his loved family, job and his friends. A struggle inside him to get over is DO OVER.",,"https://m.media-amazon.com/images/M/MV5BM2NiMzZlOWMtMmM2NC00N2E5LWIyOWMtY2FmY2ZmNzgwMGZkXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UY207_CR8,0,140,207_.jpg",April
74. Hangkussam: Balakandam the Rise,1h 40m,,,"Two brothers who lead similar yet very distinct lives. When one of the brothers dies, a world of darkness, destruction and ancient mythology is revealed due to the interference of a divine entity.",,"https://m.media-amazon.com/images/M/MV5BMjUxZGMzNDctYWQ4OC00Y2NkLWE2MjYtZmRjZWFkZmZmYzI5XkEyXkFqcGdeQXVyMTU3NzI3MjQx._V1_QL75_UX140_CR0,1,140,207_.jpg",April
75. Jenni,1h 37m,,,A 9 years boy gets a traditional wooden toy of a female figure from the site where the digging works are going on. Chandru keeps the toy in his room against the protest of his parents.,,"https://m.media-amazon.com/images/M/MV5BYWZjNmRhZTMtOWY1Ny00MWYzLTlmOGYtYjEwZTQ2ZjI0YmFjXkEyXkFqcGdeQXVyMTM4MjY5NDA2._V1_QL75_UY207_CR114,0,140,207_.jpg",May
76. Theerkadarishi,2h 1m,5.7,1.6K,"Theerkadarishi is an upcoming Tamil movie. The movie is directed by P. G. Mohan, L. R. Sundarapandi and will feature Ajmal Ameer as lead character.","1,573","https://m.media-amazon.com/images/M/MV5BNjJiYjNhOGItNGZjYi00NWEzLTg1MGUtODk0NTJkM2QwNTFkXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UY207_CR13,0,140,207_.jpg",May
77. Kulasami,2h 1m,5.1,58,"When a man loses his younger sister to a gang that lures college girls into sex work, he begins to scheme a revenge plan",58,"https://m.media-amazon.com/images/M/MV5BN2JiZWQ1M2ItYTY1MC00MjIzLWIyODYtNzJkMjY5NjE4ZGQ0XkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_QL75_UX140_CR0,4,140,207_.jpg",May
78. Good Night,2h 22m,7.7,3.8K,"A simple boy-next-door whose biggest problem in life is his snoring, falls in love with a girl. Follow how the couple overcome his sleeping problem while living together.","3,783","https://m.media-amazon.com/images/M/MV5BYmIxMzAzOTEtY2QyZi00YzBkLThiM2ItM2I5YzNhYzM2ZTJlXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UY207_CR4,0,140,207_.jpg",May
79. Raavana Kottam,2h 2m,4.3,180,A brash young person in a village must deal with problems in the villagers. He is the victim of many crimes that are not anticipated. Will he be able to live and prove the truth?,180,"https://m.media-amazon.com/images/M/MV5BMjRlY2UwMGQtNWI0Mi00ZTg4LWI3NTAtOGVkZTQ0YjkyZTZkXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR8,0,140,207_.jpg",May
80. Yaadhum Oore Yaavarum Kelir,1h 56m,5.5,1.4K,"Punithan has a mysterious charm. He is not a riddle, though he appears to be one. Who is he? Where is he from? Where is he heading to? Why is he here? Answers will arrive only when he breaks his silence.","1,362","https://m.media-amazon.com/images/M/MV5BMjg0MTkxNTYtMmI4OC00M2Q1LTkzODktMDZjODUyOGJlZjZkXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR8,0,140,207_.jpg",May
81. Karungaapiyam,2h 14m,6,1.3K,Regina's Umayal Karthika deciding to spend time at a 100-year-old unkempt library in a bid to divert and heal from a heartbreak.,"1,282","https://m.media-amazon.com/images/M/MV5BODY1Y2QyMzQtNWZkYS00NWFhLWIxNjUtZmEyNDVhZTVjN2NmXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_QL75_UY207_CR3,0,140,207_.jpg",May
82. Maruthi Nagar Police Station,,5.7,161,Revolve around four close friends seeking revenge for the murder of their friend,161,"https://m.media-amazon.com/images/M/MV5BN2YzYWY0MWEtYzlmMC00MmEzLThjODQtYmVlMzgyNDQzYzY0XkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_QL75_UY207_CR13,0,140,207_.jpg",May
83. Pichaikkaran 2,2h 28m,5.7,1.8K,"A business tycoon being preyed on for his wealth, and a beggar on a constant hunt for his long-lost sister. How does money determine the fate of these two lives?","1,820","https://m.media-amazon.com/images/M/MV5BZWIyNzVlYjYtZjgxOC00NmFhLWE1OWMtMjFmZDVhMmE1MGI4XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR6,0,140,207_.jpg",May
84. Mudakkaruthaan,,,,Liberating abused kids on street with high-octane twists and turns,,,May
85. Centimeter,1h 58m,4.4,22,"A scientist comes back home to finish his father's dream project. With the help of his friends and an A.I Humanoid, he sets up a lab inside a sacred grove and starts working on his subject Parvathy which leads to unpredictable occurrences.",22,"https://m.media-amazon.com/images/M/MV5BYTE4NzhkZmEtNjVlZC00NjM3LWIzMTAtZDU1MzFlYTY1ZTdhXkEyXkFqcGdeQXVyMjQ1Nzc4NTM@._V1_QL75_UY207_CR8,0,140,207_.jpg",May
86. Porkudi,,,,,,,May
87. Theera Kadhal,2h 8m,6.4,621,"Two ex-lovers unexpectedly rekindle their romance. Despite being married to different people, one of them believes they are meant to be together.",621,"https://m.media-amazon.com/images/M/MV5BZmM4MTI0N2UtNDVjZC00NTc3LWFjNjgtZDAwNGFlYzQwNWI5XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR4,0,140,207_.jpg",May
88. 1982 Anbarasin Kaadhal,,9.7,135,"Anbarasu, a soft-hearted youth takes a life changing trip to Kerala to express his feelings to the love of his life. But soon he comes across a lot of life-threatening obstacles, will Anbu and his love succeed or succumb ?",135,"https://m.media-amazon.com/images/M/MV5BNTIyNGI5YzUtOWU5Ni00MjM5LThkNDgtZWZiYTg5ZTE5M2UwXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,6,140,207_.jpg",May
89. Kazhuvethi Moorkkan,2h 32m,5.7,934,Moorkan and Bhoominathan are friends who live in Ramanathapuram district. Moorkan is rude while Bhoominathan is quiet. What will happen when someone will try to pit them against each other?,934,"https://m.media-amazon.com/images/M/MV5BNDRlZTlhNzQtMjMxYi00ZDdlLTk2OGItYjdjZGI2ZmU1M2JmXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR8,0,140,207_.jpg",May
90. Sarugugal,,,,"Krishnamoorthy has not come to terms with his wife's demise, even after a year. He is very much obsessed to his wife's belongings and spends most of his time with the things she left behind. His obsession slowly starts affecting his son's family. His son and daughter in law try to find ways to help him move on.",,"https://m.media-amazon.com/images/M/MV5BOTZlYjU5YWItMmI4Zi00N2UzLWI5MzktZmJlOGQ3NTkwM2FiXkEyXkFqcGdeQXVyMTY1NzM5MDE3._V1_QL75_UY207_CR9,0,140,207_.jpg",May
91. Kadhalism,,,,"Mukund is working on photography to become a great photographer. Meanwhile he sees a girl named Smitha and falls in love with her. According to Mukund, marriage makes every man selfish. So Livin's relationship is okay. Smita also falls in love with Mukund and wants to marry him. So she introduces Mukund to her father. But Dad dislikes Mukund because of his behavior and irresponsibility.",,"https://m.media-amazon.com/images/M/MV5BZTQ2NzBlNDQtMGZjMC00MDFhLWIxOGEtMWI1ODlkMzNlOTJhXkEyXkFqcGdeQXVyMTY3OTUzNjM2._V1_QL75_UY207_CR3,0,140,207_.jpg",May
92. Kather Basha Endra Muthuramalingam,2h 32m,4.7,3.7K,"In Ramanathapuram district, where Nana, the powerful gangster, tries to take control of the village. Kathar is not ready to listen to him and refuses to make peace with them. Will both survive the battle or not?","3,677","https://m.media-amazon.com/images/M/MV5BZTQzODg3ODctYWY3NC00NjkzLWIzN2YtNTE4NjE5ZTY1Yzc0XkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_QL75_UX140_CR0,21,140,207_.jpg",June
93. Thuritham,1h 47m,,,,,"https://m.media-amazon.com/images/M/MV5BYmYzNmQ1YTUtNjNhYi00ODNhLWIyOTgtZDI1NjViMGNjZWU1XkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UY207_CR33,0,140,207_.jpg",June
94. Veeran,2h 35m,6,1.2K,"A 15-year-old boy living in Veeranor, gets struck by lightning and goes into a short coma. After recovery, he gradually realizes that he has superpowers of lightning and mind control.","1,152","https://m.media-amazon.com/images/M/MV5BNjQ3MDcxMzAtNjZhYy00ZTQ4LTgzNDEtNDE0YmY4ZDFhODU3XkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UX140_CR0,2,140,207_.jpg",June
95. Por Thozhil,2h 27m,8,8K,A bright but faint-hearted rookie cop has to overcome his fears in order to succeed in his first case which sees him partnered with a reclusive senior officer to catch a serial killer on the loose.,"8,022","https://m.media-amazon.com/images/M/MV5BY2U5ZjQ2MGMtNDI5ZS00NzJjLTg5YTAtMTVhYWQ4MGE4NmQxXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR4,0,140,207_.jpg",June
96. Takkar,2h 18m,5.6,2.1K,"A young and dynamic boy has the urge to mint money meets a girl, who believes Money is the cause of all distress to life. How does their life transform together?","2,106","https://m.media-amazon.com/images/M/MV5BNzhhYTUyMWYtMzA0My00ODQ1LWJhNjktYzg0NjJkZDI2YzhmXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR1,0,140,207_.jpg",June
97. Bell,,,,,,"https://m.media-amazon.com/images/M/MV5BMDIwODAxODAtMTUxNi00ZjJiLWEyYTktNGIwMDI5NTA5OGI4XkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_QL75_UX140_CR0,5,140,207_.jpg",June
98. Bommai,2h 25m,6.9,60,A man who is imagining a store doll as his lover.,60,"https://m.media-amazon.com/images/M/MV5BZWRlNDdiMTUtZThhNC00ODhhLTkzNGMtY2I4NjJlYTQyZmRlXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR2,0,140,207_.jpg",June
99. Naayaadi,1h 37m,6.8,161,"How the Naayaadis, who have been suffering for years, learned and used witchcraft voodoo and black magic to protect themselves from humans and animals in the past, and their connection today",161,"https://m.media-amazon.com/images/M/MV5BNWY3NjU1OWYtMWZmOC00ZDNhLWFjOTUtYTU1MmFmNWQ4YzczXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UY207_CR8,0,140,207_.jpg",June
100. Erumbu,1h 44m,7.4,813,"A boy, who loses a one-gram ring and he is on a mission to find it before his family returns home. His sister, and a friend, stand by him throughout the journey. It is essential that Muthu gets back the ring as it benefit their family.",813,"https://m.media-amazon.com/images/M/MV5BYTdiOThhYWItN2Q5YS00OGM0LWI1NGYtMGU3ZDFiZTY4NDcxXkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_QL75_UX140_CR0,6,140,207_.jpg",June
101. Charles Enterprises (Tamil),,,,"Ravi, a cashier in a well known bakery group in Chennai, faces heartbreak as his nearly fixed wedding breaks due to his night blindness caused by his congenital impairment. Realizing his impairment is the reason he is not getting anywhere in his life, Ravi plans to start his own business and overcome it. He seeks his parents' financial aid for the same, but his hope gets dashed once again as the conversation ends in another fight between his parents. That's when Parvatham approaches him again for the idol, offering him a tidy sum in return. She also tempts him, saying that he could travel abroad with the money she gives him and treat his night blindness effectively. Naturally, this entices Ravi, and some plans start emerging in his mind.

In the meantime, due to many inauspicious incidents and endless obstacles hitting the family's peaceful life, Gomathi's family conducts a Kavidi prashnam under the supervision of their family astrologer. In the Kavidi prashnam, it is suggested that the only way to end their bad luck is to move the Ganesha idol back to the family temple. Gomathi, who has a blind belief in such matters, agrees to do it in no time. When Gomathi informs Ravi about these new turns of events, Ravi's dreams surrounding the idol get shattered. Ravi steals the Ganesha idol from his mother's bedroom on that rainy night. He hides it in his cousin's old car lying unwanted outside their house for ages.

Ravi tries to contact Parvatham to sell the stolen idol, but he can't reach her. Since he has no information about her whereabouts, Ravi falls into total crisis. In that desperation, Ravi contacts Charles, a pickpocket from the Vaathuruthi colony, whom he met at the police station a few days ago. After listening to Ravi's problems, Charles unconditionally agrees to help him out. So Ravi and Charles venture out to find an appropriate place to sell the idol. They go to many shops and centres of Kochi where such fraudulent activities take place. This journey develops a deep friendship between them.

Charles' company reinstates Ravi's lost confidence and positivity. After passing through many struggles and days of tense moments, Charles and Ravi finally sell the idol, which also brings Gomathi's ideas about God to new heights. With the money he earns from the Ganesha idol, Ravi starts a shop selling idols. He names it after his pickpocket buddy- Charles Enterprises!",,"https://m.media-amazon.com/images/M/MV5BNTk2OGM5ZjktYzBlOC00YzA0LTk3NDYtYjM1YTdiZDFiYzVjXkEyXkFqcGdeQXVyMzMxMDUzNTk@._V1_QL75_UY207_CR1,0,140,207_.jpg",June
