Movie Name,Duration,IMdb rating,Rating,Description,Votes,Poster,Month of Release
102. Rocky: The Rambo,,,,"A professional hitman who works for a company wants to leave his position and start a new, regular life with his family after falling in love with a woman. However, the protagonist receives a call from someone warning him to kill himself or he'll kill his sweetheart, which prompts the subsequent events and causes the protagonist to become trapped in a time loop. (This groundbreaking film pushes the boundaries of world cinema by taking a unique approach - not a single character's face is shown throughout the entire movie. Every artist's face is cleverly covered, creating an intriguing and suspenseful atmosphere that captivates the audience from start to finish. This unprecedented artistic choice sets this film apart, making it a must-watch for those seeking innovative storytelling techniques that challenge traditional norms.)",,"https://m.media-amazon.com/images/M/MV5BYzU3ZGJjYjUtNTFiYS00Njk2LTkwNTYtZTkwOGU5OWEzZjZmXkEyXkFqcGdeQXVyMTY4MTYyODMz._V1_QL75_UX140_CR0,9,140,207_.jpg",June
103. Uruttu Tech,1h 6m,9.8,8.4K,The tech war between truth and deception begin upon the community and its destiny is unknown,"8,406","https://m.media-amazon.com/images/M/MV5BYjIwMDkwNDUtZTE4My00Y2U0LTg1ZTMtNjcyYWEyZDRlNTQxXkEyXkFqcGdeQXVyMTI4Mjk4MDc4._V1_QL75_UX140_CR0,0,140,207_.jpg",June
104. Thandatti,2h 3m,6.7,916,"Subramani, on the brink of retirement, defies warnings to solve the case of Selvarasu's missing grandmother. Everything goes hilariously awry when Subramani finds himself trapped in a chaotic whirlwind of trouble.",916,"https://m.media-amazon.com/images/M/MV5BYjg3MjdiY2ItMTdjYy00MGZkLWFhOTgtNWVhYzhhMzdlNTU4XkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_QL75_UY207_CR3,0,140,207_.jpg",June
105. Asvins,1h 51m,4.7,898,A group of Youtubers who accidentally unleash a 1500-year-old evil that crosses over from the realm of darkness to the human world.,898,"https://m.media-amazon.com/images/M/MV5BZDk3NzU5ODMtZDhhMi00OWMwLWFkMzQtNzFmMjIwMGIxNzMwXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UY207_CR11,0,140,207_.jpg",June
106. Paayum Oli Nee Yenakku,1h 59m,4.9,158,"Following a catastrophe in his life, Aravind, an entrepreneur with low light blindness, embarks on a relentless hunt utilising only audio clues.",158,"https://m.media-amazon.com/images/M/MV5BYWU4ODRiODAtMTYzZi00ZjJlLWE3YTItMTcxMTUyMzZlZDgyXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR4,0,140,207_.jpg",June
107. Regina,1h 58m,5.8,7.1K,"Regina is an upright and straightforward girl whose world revolves around her father. However, things change when her father gets killed. She soon gets married to Jo, an employee at a Private bank. What will happen when Jo dies too?","7,051","https://m.media-amazon.com/images/M/MV5BNTI3YjZlMTAtMzllNy00NmYzLTkwMmYtNjRjMDE4NDlhMGZiXkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_QL75_UX140_CR0,19,140,207_.jpg",June
108. Azhagiya Kanne,1h 57m,9.6,160,An aspiring filmmaker marries a girl who belongs to a different community. Can they lead a peaceful life after?,160,"https://m.media-amazon.com/images/M/MV5BMmQ2MWQ4NDItOTJhMy00ZDhmLWFhMTItNjI4MTEwZDIyNWFiXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UX140_CR0,2,140,207_.jpg",June
109. Thalainagaram 2,2h 23m,2.5,535,"A kindhearted-yet-fearless man, once a gangster, wants to stay away from the problems around him. But the three criminals who rule the city won't let him be the same.",535,"https://m.media-amazon.com/images/M/MV5BZGNlMjNhMDktYjcxZC00ZTMyLTk1ZWEtOGJjYzc2YTllMmQ1XkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_QL75_UX140_CR0,6,140,207_.jpg",June
110. Kabadi Bro,2h 2m,,,"A kabadi champion, who breaks any rule to win anything in life crosses line with a police officer,who bends any rule to catch a criminal.",,"https://m.media-amazon.com/images/M/MV5BOWQyYTlkNDktOTYxMS00OTVmLWEzYzYtMTU4ZDRhZjVkOGQzXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UY207_CR3,0,140,207_.jpg",June
111. Maamannan,2h 37m,6.7,5K,"The community that was exploited by the town's influential man, who completely rules due to the powerful backing of the authorities. A man collects evidence to flip him upside down when he was helpless to stop his endless torture.","5,004","https://m.media-amazon.com/images/M/MV5BNjFmMTI3MTUtMTdmNS00ODI0LWEwM2UtMDVjOTAxZmFhODg5XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR12,0,140,207_.jpg",June
112. Nirangal Aayiram,,,,,,"https://m.media-amazon.com/images/M/MV5BNjE1ZGQwNzktNjFmYy00MTQ1LTkxMDMtNTgyMjA3OTE1NjlkXkEyXkFqcGdeQXVyMTcwNzczODA0._V1_QL75_UY207_CR4,0,140,207_.jpg",June
113. Rajathanthiram: The Piano,2h 11m,9.5,33,"The story revolves around a special piano that holds a precious secret. Many years ago, a man by the name of Arumugam receives a wooden box as a gift from an anonymous Englishmen for his kindness. Upon inspecting the wooden box further in his house, Arumugam discovered a precious pink diamond, with no intention of selling the diamond, he and his piano-maker friend designed and built a custom-made piano that has a secret compartment that can only be unlocked by playing a unique tune. Arumugam splits the tune into four and teaches his four children separately. Years passed and Arumugam develops Alzheimer's disease, forgetting about the piano's secret, neither does his family had any knowledge of it but things started to go for the worse when several dangerous and mysterious figures finds out the piano's secret and goes after Arumugam's family for the diamond.",33,"https://m.media-amazon.com/images/M/MV5BZGQ3NWY5ZmMtMDQwNC00OWQ1LWFlZmYtZWViOGIxYTc2NjdkXkEyXkFqcGdeQXVyMTY3MjE5Mzcx._V1_QL75_UY207_CR13,0,140,207_.jpg",June
114. Ring Ring,,,,""" RING RING "" offers an entertaining and light-hearted depiction of how a seemingly innocent game can unravel deep secrets and test the strength of friendship and relationships.",,"https://m.media-amazon.com/images/M/MV5BZTlhNmQ3N2YtZjFlZC00NDQ3LWE2YmItNzkzMTc5Y2EzMmEzXkEyXkFqcGdeQXVyMTY1NjE2NTMw._V1_QL75_UY207_CR67,0,140,207_.jpg",July
115. Infinity,1h 52m,4.1,134,"A series of murders happens in a City (Chennai), which is investigated by CBI Officer Evvi Ilavalavan (Natty Natraj). Will he find the answers for the question Who, How and Why of the crime, that too in time?",134,"https://m.media-amazon.com/images/M/MV5BNGVmNDkyNjMtM2I0Zi00OTYwLWJjYTQtNDA0MWNkMzBmMjM4XkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,6,140,207_.jpg",July
116. Kaadapura Kalaikuzhu,,7,891,It is a film based on the concept of reviving folk arts and dance.,891,"https://m.media-amazon.com/images/M/MV5BMDhiODJjMWQtMjE5Ny00MmVjLWI5MzctZWQ3M2JlYWFhZjc1XkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UY207_CR3,0,140,207_.jpg",July
117. Bumper,2h 25m,7.8,97,"Pulipandi and friends, wanted by police, escape to Sabarimala. Pulipandi buys lottery, loses it. Lottery is found, wins 10 crores. Will Pulipandi get the prize? Action-packed rollercoaster unfolds.",97,"https://m.media-amazon.com/images/M/MV5BNTIxMjRlYWQtOWJlNy00MTQyLWI5ODItMjM3NGE1YmJjMTY1XkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,1,140,207_.jpg",July
118. Rayar Parambarai,2h 7m,,,Rayar Parambarai is a Tamil Movie. It belongs to the genre romantic comedy.,,"https://m.media-amazon.com/images/M/MV5BNWVlYmEyMzUtMWE3NC00M2ZlLWE1ZTItODM2NDRhZjlmZTBiXkEyXkFqcGdeQXVyMTA1Mjk1ODcz._V1_QL75_UY207_CR114,0,140,207_.jpg",July
119. Vil Vithai,1h 52m,4,49,"Car Driver Mithran and Swetha Lose Their Child Bhavana to a Gang of Rapists. Mitran, Who Thinks That Such an Impact Should Not Happen to Any Parents Who Bring Up Girls",49,"https://m.media-amazon.com/images/M/MV5BMTk4NTdlNmYtZTYwNy00YmJkLWEwNDUtMjA4YzJkNGY5OWQzXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,6,140,207_.jpg",July
120. Baba Black Sheep,1h 59m,3.4,211,"Around a school and will revolve around the happiness, sorrows, joys and notorious activities of children.",211,"https://m.media-amazon.com/images/M/MV5BMmUzOTM4YWUtYjZkNi00MzA1LWE3MDYtYmNkM2ZkYWY0NmE0XkEyXkFqcGdeQXVyMjA1MTA3MjY@._V1_QL75_UX140_CR0,2,140,207_.jpg",July
121. Kanneera,2h 35m,8.2,14,"A romantic family drama involving a love conflict between a young CEO, Mithran and his new staff, Neera who both are already committed in different relationships respectively",14,"https://m.media-amazon.com/images/M/MV5BMjAzMzFjOTItMmRmYS00YmQ1LTg5MmMtMGFhNDJjYTliZGIzXkEyXkFqcGdeQXVyMzYxOTQ3MDg@._V1_QL75_UY207_CR3,0,140,207_.jpg",July
122. Kolai,2h 6m,5.2,538,"When a famous model is killed, a smart detective investigates after realizing the incident seems to be a mystery.",538,"https://m.media-amazon.com/images/M/MV5BN2FlNjAyYjktODYyNC00OTBkLTkxMmUtZGI4NmUyM2I0MzMyXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR4,0,140,207_.jpg",July
123. Sync,1h 17m,5.7,119,"Four friends go on a road trip, and when they return, they get caught in a hit-and-run case.",119,"https://m.media-amazon.com/images/M/MV5BNzU2N2QzYTYtYjM3ZS00OTY4LTlhMWQtYTQwNjhkZmRiYmIzXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UY207_CR3,0,140,207_.jpg",July
124. Sathiya Sodhanai,1h 49m,9.2,30,Influential villager is murdered. Pradeep comes across the dead body and discovers jewell. He decides to surrender the jewels to the police but the greedy officials at the station refuse to believe his true intentions take him into custody.,30,"https://m.media-amazon.com/images/M/MV5BNDg5YmM3M2YtZjg1Yi00MDRmLThhMmYtZTkzMzdhYzg3MmNiXkEyXkFqcGdeQXVyMTA5NDU3NjU3._V1_QL75_UY207_CR13,0,140,207_.jpg",July
125. Echo,1h 50m,6.5,13,"Prakash's troubled marriage is plagued by a paranormal presence. Seeking help from a black magician, he uncovers a dark family secret. Things get interesting when the spirit's true identity and the resolution of the mystery unravels.",13,"https://m.media-amazon.com/images/M/MV5BOGViZjUwNDMtNDhhYi00YjZiLTkxNDgtYTc4Yjk0NTJjYWZiXkEyXkFqcGdeQXVyMTUyNjIwMDEw._V1_QL75_UX140_CR0,1,140,207_.jpg",July
126. Raakadhan,1h 54m,8.6,29,"Ajmal, a police officer, is assigned to a double murder case that took place at a modeling spa center. While investigating, Ajmal discovers the politics of modeling.",29,"https://m.media-amazon.com/images/M/MV5BZTQwZTcxZmMtYzFkNC00ZmJiLWIwZTUtMjRkZTgwNDZjZDk3XkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UY207_CR13,0,140,207_.jpg",July
127. Yokkiyan,2h 1m,,,The villain tries to steal the protagonist's sperm sample to torture the hero and the heroine. Will the villain be successful?,,"https://m.media-amazon.com/images/M/MV5BNmE2MjVlMmYtOTZiMC00YzI3LWI1Y2UtMTZjNzFiN2M2MTlmXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,6,140,207_.jpg",July
128. DD Returns,2h 4m,6.2,1.4K,"The protagonist and his friends hides a bag full of money and jewels in a haunted bungalow to ditch the police. When he goes to retrieve the bag, a ghost makes him play a survival game in order to leave with the bag.","1,374","https://m.media-amazon.com/images/M/MV5BZTNlYTliNTctMjUxOS00N2Q4LWFiMDQtNjNiYWIwODgwMzUwXkEyXkFqcGdeQXVyMTIyNzY0NTMx._V1_QL75_UX140_CR0,21,140,207_.jpg",July
129. Love,1h 43m,4.3,80,"Ajay and Divya are head-over-heels in love with each other, but their lives turn upside down within a year of their marriage.",80,"https://m.media-amazon.com/images/M/MV5BYzA2OTJlZjUtNDAwZi00ZmYwLTg3ZWYtZDZkYjMyODcxZWYzXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UY207_CR5,0,140,207_.jpg",July
130. Let's Get Married,2h 32m,4.7,536,"Gowtham and Meera, an intertwined couple who share both a workplace and a romantic bond that has flourished for a span exceeding two years, stand at the precipice of a transformative moment.",536,"https://m.media-amazon.com/images/M/MV5BMTAxOGVhZmUtMzAzZi00MjRjLWIzMzMtODU1NzgxN2FiNjFlXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UX140_CR0,21,140,207_.jpg",July
131. Dinosaurs,2h 30m,7.7,2.1K,An unforgivable and outrageous act manipulated by a notorious gangster Salaiyar leads to a raging feud between him and an intrepid youngster Mannu.,"2,123","https://m.media-amazon.com/images/M/MV5BNzllNzljMGQtYWQzZS00NGYxLWI5ZTQtNzVjYWFkN2QzYjg2XkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,1,140,207_.jpg",July
132. Pizza 3: The Mummy,2h 3m,4.6,978,The protagonist on a probe to solve a series of murders that take place exactly where he delivers food.,978,"https://m.media-amazon.com/images/M/MV5BOTljYjRlN2UtOThmMC00MzgzLWE5ZWMtM2JkODFkYTE1ZjkwXkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_QL75_UX140_CR0,6,140,207_.jpg",July
133. Aramudaitha Kombu,2h 7m,9.8,96,"AwardWinner The one who immeasurably blessed with mother, father, love and place. Unfortunately he loses everything in few days and comes to the point of ending his life,and what happened to him form the crux of this emotional rural drama.",96,"https://m.media-amazon.com/images/M/MV5BZTVjNjRiMTgtMWZkMi00YjE4LWFkN2YtMDkxMWRlOWVkM2VmXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,6,140,207_.jpg",July
134. Appatha,1h 56m,7.2,181,The Adventures of Kannamma who is scared of dogs.,181,"https://m.media-amazon.com/images/M/MV5BYTZlZDc0YWYtZmYwMy00ZjExLWFjMWEtZTIzYWE4MGZjNzliXkEyXkFqcGdeQXVyMTQ3Mzk2MDg4._V1_QL75_UY207_CR114,0,140,207_.jpg",July
135. Singapore Saloon,,,,A young hairstylist who has a lot of dreams.,,"https://m.media-amazon.com/images/M/MV5BN2I0Mjk0ZDQtNjQ4ZC00OTRjLTgxNDAtNzI0YmI1NGMyMGUxXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UX140_CR0,5,140,207_.jpg",July
136. Oda Vittu Sudalama,,,,"Selvam, an Auto Driver, Travelling by a Car to Coimbatore on a Purpose of Delivering It to a Client. On the Way, He Has Got to Pick Up Some Crew, Who Tell Him That They Are Going to Deliver Some Unofficial Stuff to Somebody in Coimbatore.",,"https://m.media-amazon.com/images/M/MV5BNTZkZjU3MTgtNmU5OC00NjNmLTllMmMtYjQ3ZjI4ZmRmMzcxXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,21,140,207_.jpg",August
137. Saandrithazh,2h 10m,9.2,826,"Karuvarai village is a prime example of a perfect village. A village with CCTV cameras, preventing wrong intentions.",826,"https://m.media-amazon.com/images/M/MV5BY2ZiNDhkODAtMmY2Ni00ZWFlLWI0YjktYmViYTU2MmI4MWM5XkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,6,140,207_.jpg",August
138. Web,1h 58m,5.4,52,"Friends trapped, Veera seeks revenge for sister's death. Torment, fear, and a shocking revelation. Can they escape? Find justice? The answers unfold in their fight against the psychopath",52,"https://m.media-amazon.com/images/M/MV5BZWRlMDBiMTEtZTIzYy00ODk1LTljZGQtOGFjOWQxZjZiMDBhXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,1,140,207_.jpg",August
139. Men in Blue,,,,Resistance brews among the Indian immigrants who were stripped of their dignity when a reputed shipyard in Texas conscripted them as guest workers to repair the oil rigs and ships damaged after Hurricane Katrina.,,"https://m.media-amazon.com/images/M/MV5BZjdiNDBkYjctNzJlOS00MWJhLTg4YjgtYzA3YzZjMTY5Y2ZkXkEyXkFqcGdeQXVyMjYyOTQ0ODY@._V1_QL75_UX140_CR0,1,140,207_.jpg",August
140. Priyamudan Priya,2h 5m,5.8,448,"Beloved radio jockey Priya's wedding plans jeopardized when an obsessed fan holds her family hostage. To protect them and her show, she faces a perilous struggle against the psycho's twisted game",448,"https://m.media-amazon.com/images/M/MV5BODdkYzdiODktODUzZS00MGI5LTkxMmMtM2Y4MTAyMzM1NzE1XkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,1,140,207_.jpg",August
141. Jailer,2h 48m,7.1,28K,"A retired jailer goes on a manhunt to find his son's killers. But the road leads him to a familiar, albeit a bit darker place. Can he emerge from this complex situation successfully?","28,446","https://m.media-amazon.com/images/M/MV5BNzFkNmZkMTctYjRhMS00ODZiLWFlNjQtZmZmN2IzMDJlNmVkXkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_QL75_UX140_CR0,5,140,207_.jpg",August
142. Vaan Moondru,1h 40m,6.2,138,"Revolve around the romance between these six characters, that transcends age and other norms.",138,"https://m.media-amazon.com/images/M/MV5BNWM5MDk5NTktMjQwNy00OWFjLTk0MWQtOTIzZDlmNGI0OGUxXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UY207_CR13,0,140,207_.jpg",August
143. Thupparivaalan 2,,8.6,23,"Sequel to Thupparivaalan (2017). Follows Kaniyan Pongundran, a detective who works with his partner Mano to solve cases.",23,"https://m.media-amazon.com/images/M/MV5BY2E3NDZkYWUtNGFiOS00NTQ5LWE0NTEtYmQ2OTMwNmU3MzU3XkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_QL75_UX140_CR0,1,140,207_.jpg",August
144. Harkara,2h 5m,7.4,1.7K,Traces the history of the postal service from the times of the first postman to the current times.,"1,730","https://m.media-amazon.com/images/M/MV5BYTRiYzI0ZDEtOWNiOC00ZTZkLTgyZGMtOTljZTk5NmE5OWExXkEyXkFqcGdeQXVyMTUzNTgzNzM0._V1_QL75_UX140_CR0,4,140,207_.jpg",August
145. Adiyae,2h 19m,6.2,787,"When a depressed Jeeva gets into a freak accident, he wakes up to a bizarre utopian alternate reality, Living the most ideal life, Jeeva finds a purpose in life. But fate has other plans when he gets pulled back to the reality",787,"https://m.media-amazon.com/images/M/MV5BOGNjNjEwZDItYjRkMi00MDkzLWJiMDAtZGI4NTBjNDk5NDk0XkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_QL75_UX140_CR0,1,140,207_.jpg",August
146. Partner,2h 4m,4.3,121,"Best friends who steal for a living. When they try to steal from a scientist, One of them falls trap to one of his scientific experiments, transforming him into a woman.",121,"https://m.media-amazon.com/images/M/MV5BMzUxZTU4MjgtNzEzZC00ZmEyLWIzN2YtOTllM2Q1OTJkZWQ5XkEyXkFqcGdeQXVyMTU0ODI1NTA2._V1_QL75_UY207_CR158,0,140,207_.jpg",August
147. Yaalam,35m,9.6,7,"Velu, a small-time thief's life is turned upside down as he is pursued by a police officer who has previously detained him. However, things change when he discovers of the police's genuine story, which could change their life.",7,"https://m.media-amazon.com/images/M/MV5BYjZjNmZkNTAtNDZmMS00MTkwLWFlYTAtYjc4ZjEzNDNlOGJhXkEyXkFqcGdeQXVyMTY4MTYzOTMx._V1_QL75_UY207_CR13,0,140,207_.jpg",August
148. Soppana Sundhari,2h 25m,,,"NCB unit of police is implementing a secret mission which is led by a brave police officer, Saro (Varun Thushyanthan), in order to collect information regarding the drugs network. On the other side, there are three thieves (Kajanan, Joel and Naresh) who usually break into house to fulfill their day-to-day needs of life. Later they decided to rob from a filthy rich woman (Perllijah). Consequences of that robbery change the life of thieves upside-down with the unexpected turns.",,"https://m.media-amazon.com/images/M/MV5BZjYyODc1MzktYmY4Ni00MDQzLTg4NDgtZjRhMGNjNTJmMTgxXkEyXkFqcGdeQXVyNjA2MzQyMTk@._V1_QL75_UY207_CR3,0,140,207_.jpg",August
149. Oongi Adicha Ondra Ton Weightu Da,1h 40m,8.9,131,Crimes happening in the city and the investigation about the killer forms the crux of the remaining.,131,"https://m.media-amazon.com/images/M/MV5BMGVjYjQzNmItYTY0OC00MGExLWJhZWItNjY5YWQ5Zjg2YmZkXkEyXkFqcGdeQXVyMTA4MzQ4NzMw._V1_QL75_UX140_CR0,22,140,207_.jpg",August
150. 3.6.9,,8.2,12,"As the church prepares for its services, a group of armed men storms in, taking control and coercing the priest into surrendering a coveted formula in his possession. each unfolding scene, culminating in an action-packed climax.",12,"https://m.media-amazon.com/images/M/MV5BNDI3ODFjNmItZDZmNC00OTFkLWE3YTItMzk3ODczYWMwZWE2XkEyXkFqcGdeQXVyMTY5MzYxNjE2._V1_QL75_UY207_CR34,0,140,207_.jpg",August
